Time,Device ID,Bitrate,RSSI
20:27:57.923Z,3,2806.3241106719365,-91
20:27:58.925Z,3,2834.3313373253495,-89
20:27:59.930Z,3,2825.8706467661696,-86
20:28:00.937Z,3,2820.2581926514404,-85
20:28:01.952Z,3,2798.0295566502464,-86
20:28:02.963Z,3,2809.099901088032,-85
20:28:03.976Z,3,2803.5538005923004,-85
20:28:04.979Z,3,2831.5054835493524,-86
20:28:05.991Z,3,2806.3241106719365,-88
20:28:07.004Z,3,2803.5538005923004,-90
20:28:08.005Z,3,2837.1628371628376,-92
20:28:09.016Z,3,2809.099901088032,-92
20:28:10.022Z,3,2823.0616302186877,-93
20:28:11.024Z,3,2834.3313373253495,-98
20:28:12.027Z,3,2839.481555333998,-103
20:28:13.035Z,3,2817.4603174603176,-89
20:28:14.050Z,3,2798.0295566502464,-85
20:28:15.063Z,3,2803.5538005923004,-86
20:28:16.064Z,3,2837.1628371628376,-86
20:28:17.076Z,3,2806.3241106719365,-87
20:28:18.085Z,3,2814.6679881070368,-90
20:28:19.091Z,3,2823.0616302186877,-95
20:28:20.103Z,3,2806.3241106719365,-91
20:28:21.104Z,3,2837.1628371628376,-85
20:28:22.112Z,3,2817.4603174603176,-99
20:28:23.126Z,3,2808.6785009861933,-104
20:28:24.138Z,3,2806.3241106719365,-84
20:28:25.144Z,3,2823.0616302186877,-91
20:28:26.158Z,3,2808.6785009861933,-104
20:28:27.158Z,3,2840,-91
20:28:28.161Z,3,2839.481555333998,-103
20:28:29.161Z,3,2840,-91
20:28:30.169Z,3,2817.4603174603176,-87
20:28:31.181Z,3,2806.3241106719365,-91
20:28:32.182Z,3,2837.1628371628376,-95
20:28:33.201Z,3,2787.046123650638,-89
20:28:34.201Z,3,2840,-91
20:28:35.211Z,3,2811.8811881188117,-89
20:28:36.223Z,3,2806.3241106719365,-94
20:28:37.236Z,3,2806.3241106719365,-85
20:28:38.238Z,3,2834.3313373253495,-82
20:28:39.239Z,3,2837.1628371628376,-91
20:28:40.245Z,3,2823.0616302186877,-94
20:28:41.256Z,3,2809.099901088032,-95
20:28:42.268Z,3,2806.3241106719365,-86
20:28:43.281Z,3,2803.5538005923004,-88
20:28:44.293Z,3,2806.3241106719365,-92
20:28:45.295Z,3,2834.3313373253495,-89
20:28:46.296Z,3,2845.1548451548456,-100
20:28:47.307Z,3,2809.099901088032,-88
20:28:48.311Z,3,2836.6533864541834,-106
20:28:49.322Z,3,2809.099901088032,-86
20:28:50.327Z,3,2825.8706467661696,-88
20:28:51.337Z,3,2811.8811881188117,-90
20:28:52.344Z,3,2820.2581926514404,-84
20:28:53.347Z,3,2831.5054835493524,-82
20:28:54.358Z,3,2809.099901088032,-86
20:28:55.360Z,3,2834.3313373253495,-91
20:28:56.379Z,3,2787.046123650638,-89
20:28:57.387Z,3,2817.4603174603176,-90
20:28:58.399Z,3,2806.3241106719365,-86
20:28:59.408Z,3,2814.6679881070368,-91
20:29:00.419Z,3,2809.099901088032,-88
20:29:01.426Z,3,2820.2581926514404,-85
20:29:02.436Z,3,2811.8811881188117,-87
20:29:03.437Z,3,2837.1628371628376,-85
20:29:04.448Z,3,2809.099901088032,-89
20:29:05.453Z,3,2825.8706467661696,-89
20:29:06.463Z,3,2811.8811881188117,-89
20:29:07.472Z,3,2814.6679881070368,-85
20:29:08.473Z,3,2837.1628371628376,-88
20:29:09.477Z,3,2831.5054835493524,-98
20:29:10.483Z,3,2823.0616302186877,-92
20:29:11.482Z,3,2842.842842842843,-96
20:29:12.487Z,3,2825.8706467661696,-85
20:29:13.489Z,3,2834.3313373253495,-86
20:29:14.492Z,3,2831.5054835493524,-86
20:29:15.495Z,3,2831.5054835493524,-89
20:29:16.500Z,3,2825.8706467661696,-90
20:29:17.513Z,3,2803.5538005923004,-91
20:29:18.512Z,3,2842.842842842843,-94
20:29:19.515Z,3,2831.5054835493524,-88
20:29:20.515Z,3,2840,-92
20:29:21.518Z,3,2831.5054835493524,-91
20:29:22.522Z,3,2828.6852589641435,-87
20:29:23.526Z,3,2828.6852589641435,-91
20:29:24.529Z,3,2831.5054835493524,-94
20:29:25.533Z,3,2828.6852589641435,-86
20:29:26.543Z,3,2811.8811881188117,-92
20:29:27.558Z,3,2800.7889546351084,-86
20:29:28.562Z,3,2828.6852589641435,-87
20:29:29.573Z,3,2817.0128585558855,-105
20:29:30.592Z,3,2787.046123650638,-86
20:29:31.601Z,3,2814.6679881070368,-88
20:29:32.610Z,3,2814.6679881070368,-84
20:29:33.622Z,3,2806.3241106719365,-97
20:29:34.626Z,3,2828.6852589641435,-94
20:29:35.631Z,3,2828.6852589641435,-86
20:29:36.634Z,3,2831.5054835493524,-85
20:29:37.638Z,3,2828.6852589641435,-85
20:29:38.640Z,3,2834.3313373253495,-97
20:29:39.650Z,3,2811.8811881188117,-93
20:29:40.661Z,3,2809.099901088032,-87
20:29:41.668Z,3,2820.2581926514404,-88
20:29:42.681Z,3,2803.5538005923004,-88
20:29:43.681Z,3,2840,-92
20:29:44.693Z,3,2809.099901088032,-89
20:29:45.705Z,3,2806.3241106719365,-89
20:29:46.712Z,3,2820.2581926514404,-91
20:29:47.723Z,3,2809.099901088032,-91
20:29:48.743Z,3,2784.3137254901962,-98
20:29:49.747Z,3,2828.6852589641435,-91
20:29:50.759Z,3,2806.3241106719365,-96
20:29:51.759Z,3,2840,-94
20:29:52.771Z,3,2814.2292490118575,-102
20:29:53.774Z,3,2831.5054835493524,-91
20:29:54.777Z,3,2831.5054835493524,-93
20:29:55.790Z,3,2803.5538005923004,-97
20:29:56.792Z,3,2834.3313373253495,-95
20:29:57.802Z,3,2811.8811881188117,-85
20:29:58.811Z,3,2814.6679881070368,-84
20:29:59.822Z,3,2809.099901088032,-95
20:30:00.833Z,3,2809.099901088032,-88
20:30:01.844Z,3,2809.099901088032,-82
20:30:02.846Z,3,2834.3313373253495,-91
20:30:03.855Z,3,2814.6679881070368,-86
20:30:04.859Z,3,2828.6852589641435,-91
20:30:05.867Z,3,2817.4603174603176,-88
20:30:06.881Z,3,2800.7889546351084,-86
20:30:07.887Z,3,2823.0616302186877,-85
20:30:08.898Z,3,2809.099901088032,-90
20:30:09.898Z,3,2840,-89
20:30:10.919Z,3,2781.5866797257595,-91
20:30:11.929Z,3,2811.8811881188117,-79
20:30:12.940Z,3,2809.099901088032,-84
20:30:13.944Z,3,2828.6852589641435,-83
20:30:14.954Z,3,2811.8811881188117,-88
20:30:15.965Z,3,2809.099901088032,-92
20:30:16.970Z,3,2825.8706467661696,-88
20:30:17.972Z,3,2837.1628371628376,-79
20:30:18.984Z,3,2806.3241106719365,-80
20:30:19.995Z,3,2809.099901088032,-88
20:30:21.002Z,3,2820.2581926514404,-90
20:30:22.010Z,3,2817.4603174603176,-91
20:30:23.019Z,3,2814.6679881070368,-82
20:30:24.034Z,3,2800.7889546351084,-84
20:30:25.044Z,3,2811.8811881188117,-86
20:30:26.049Z,3,2825.8706467661696,-86
20:30:27.050Z,3,2837.1628371628376,-92
20:30:28.056Z,3,2823.0616302186877,-85
20:30:29.062Z,3,2823.0616302186877,-91
20:30:30.065Z,3,2831.5054835493524,-86
20:30:31.067Z,3,2834.3313373253495,-85
20:30:32.075Z,3,2820.2581926514404,-95
20:30:33.088Z,3,2806.3241106719365,-86
20:30:34.098Z,3,2811.8811881188117,-91
20:30:35.111Z,3,2803.5538005923004,-88
20:30:36.122Z,3,2809.099901088032,-86
20:30:37.129Z,3,2828.2025819265145,-104
20:30:38.140Z,3,2809.099901088032,-89
20:30:39.147Z,3,2823.0616302186877,-96
20:30:40.150Z,3,2831.5054835493524,-94
20:30:41.153Z,3,2839.481555333998,-100
20:30:42.159Z,3,2823.0616302186877,-92
20:30:43.173Z,3,2800.7889546351084,-96
20:30:44.177Z,3,2828.6852589641435,-96
20:30:45.189Z,3,2806.3241106719365,-92
20:30:46.201Z,3,2806.3241106719365,-91
20:30:47.209Z,3,2817.4603174603176,-97
20:30:48.223Z,3,2808.6785009861933,-101
20:30:49.232Z,3,2814.6679881070368,-92
20:30:50.235Z,3,2831.5054835493524,-88
20:30:51.248Z,3,2803.5538005923004,-85
20:30:52.250Z,3,2834.3313373253495,-86
20:30:53.255Z,3,2825.8706467661696,-90
20:30:54.266Z,3,2809.099901088032,-97
20:30:55.274Z,3,2817.4603174603176,-92
20:30:56.279Z,3,2833.8308457711446,-100
20:30:57.290Z,3,2809.099901088032,-94
20:30:58.298Z,3,2817.4603174603176,-91
20:30:59.309Z,3,2809.099901088032,-91
20:31:00.313Z,3,2828.6852589641435,-89
20:31:01.319Z,3,2823.0616302186877,-91
20:31:02.331Z,3,2814.2292490118575,-104
20:31:03.341Z,3,2811.8811881188117,-91
20:31:04.353Z,3,2806.3241106719365,-99
20:31:05.358Z,3,2825.8706467661696,-85
20:31:06.366Z,3,2817.4603174603176,-86
20:31:07.378Z,3,2806.3241106719365,-90
20:31:08.405Z,3,2765.335929892892,-89
20:31:09.418Z,3,2803.5538005923004,-91
20:31:10.431Z,3,2803.5538005923004,-85
20:31:11.444Z,3,2803.5538005923004,-80
20:31:12.456Z,3,2806.3241106719365,-86
20:31:13.469Z,3,2803.5538005923004,-79
20:31:14.471Z,3,2834.3313373253495,-85
20:31:15.482Z,3,2809.099901088032,-80
20:31:16.493Z,3,2809.099901088032,-78
20:31:17.493Z,3,2840,-80
20:31:18.508Z,3,2798.0295566502464,-83
20:31:19.509Z,3,2837.1628371628376,-97
20:31:20.512Z,3,2831.5054835493524,-89
20:31:21.523Z,3,2809.099901088032,-77
20:31:22.531Z,3,2817.4603174603176,-77
20:31:23.536Z,3,2825.8706467661696,-75
20:31:24.538Z,3,2834.3313373253495,-78
20:31:25.551Z,3,2803.5538005923004,-86
20:31:26.552Z,3,2840,-86
20:31:27.562Z,3,2811.8811881188117,-98
20:31:28.570Z,3,2817.4603174603176,-84
20:31:29.571Z,3,2837.1628371628376,-85
20:31:30.575Z,3,2828.6852589641435,-81
20:31:31.576Z,3,2837.1628371628376,-84
20:31:32.585Z,3,2817.4603174603176,-86
20:31:33.605Z,3,2784.3137254901962,-86
20:31:34.612Z,3,2820.2581926514404,-81
20:31:35.612Z,3,2840,-83
20:31:36.613Z,3,2837.1628371628376,-84
20:31:37.624Z,3,2817.0128585558855,-102
20:31:38.633Z,3,2814.6679881070368,-92
20:31:39.645Z,3,2806.3241106719365,-86
20:31:40.650Z,3,2833.8308457711446,-104
20:31:41.658Z,3,2825.3968253968255,-104
20:31:42.668Z,3,2811.8811881188117,-98
20:31:43.672Z,3,2828.6852589641435,-86
20:31:44.681Z,3,2814.6679881070368,-91
20:31:45.693Z,3,2806.3241106719365,-94
20:31:46.705Z,3,2814.2292490118575,-101
20:31:47.719Z,3,2808.6785009861933,-106
